customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn
C00189,Female,0,No,No,21,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,42.02,930.1,Yes
C00190,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,53.57,1324.79,No
C00191,Male,0,Yes,No,6,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card,42.84,257.96,Yes
C00192,Male,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,65.38,257.54,No
C00193,Male,1,No,No,43,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,36.93,1569.96,Yes
C00194,Female,0,Yes,Yes,11,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card,39.63,450.28,No
C00195,Female,1,No,No,41,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,27.76,1199.11,No
C00196,Male,0,No,No,20,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,36.11,671.72,Yes
C00197,Male,0,No,No,36,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.64,1244.1,No
C00198,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,60.88,2359.17,No
C00199,Male,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,46.66,3243.42,Yes
C00200,Female,0,Yes,Yes,62,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.68,1701.35,No
C00201,Male,1,Yes,Yes,38,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,35.31,1281.39,No
C00202,Female,0,Yes,No,59,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.98,1370.85,No
C00203,Male,0,Yes,No,43,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,40.57,1828.41,No
C00204,Male,0,Yes,No,66,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,49.15,3211.64,No
C00205,Male,0,Yes,Yes,23,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,45.01,1060.6,No
C00206,Female,0,Yes,No,43,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,51.65,2110.05,No
C00207,Male,0,Yes,No,26,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,466.97,No
C00208,Female,1,Yes,Yes,8,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,37.28,276.81,Yes
C00209,Female,0,Yes,No,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.55,496.86,Yes
C00210,Male,0,No,No,72,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,61.93,4574.91,No
C00211,Female,0,No,No,38,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card,38.2,1506.55,No
C00212,Female,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,60.93,1900.22,Yes
C00213,Female,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,69.53,470.46,No
C00214,Female,0,Yes,No,47,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,42.39,1985.45,Yes
C00215,Male,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.64,1398.91,No
C00216,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,58.17,2509.07,Yes
C00217,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,60.78,2299.82,Yes
C00218,Male,0,Yes,Yes,50,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,29.59,1541.79,No
C00219,Male,0,Yes,No,24,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,31.39,702.87,No
C00220,Female,0,No,Yes,40,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.91,965.76,Yes
C00221,Female,0,Yes,No,71,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.2,2110.46,No
C00222,Male,0,No,No,5,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer,40.76,193.03,Yes
C00223,Female,0,No,No,21,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,22.86,456.4,No
C00224,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card,56.92,1195.68,No
C00225,Male,0,No,Yes,31,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,53.06,1579.86,No
C00226,Female,0,No,No,7,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.15,185.13,Yes
C00227,Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,57.48,1356.4,Yes
C00228,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,54.07,686.4,Yes
C00229,Female,0,Yes,No,38,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.19,1428.67,No
C00230,Female,1,Yes,Yes,62,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.44,1506.51,No
C00231,Male,0,No,Yes,20,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,59.74,1147.91,No
C00232,Female,0,No,Yes,35,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,55.89,1999.73,Yes
C00233,Male,0,No,No,58,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,68.95,3711.51,No
C00234,Male,0,No,No,31,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.42,909.66,No
C00235,Male,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,63.52,1585.3,Yes
C00236,Female,0,No,No,29,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.85,908.15,No
C00237,Female,0,Yes,No,40,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,18.0,684.12,No
C00238,Female,0,No,No,30,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,24.5,751.26,No
C00239,Male,1,No,No,32,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,54.41,1821.29,No
C00240,Female,0,Yes,No,38,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,29.92,1156.31,No
C00241,Female,1,No,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card,58.31,407.88,Yes
C00242,Female,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer,65.37,2002.19,No
C00243,Female,0,Yes,No,31,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,40.05,1297.03,Yes
C00244,Female,1,No,Yes,10,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,38.71,402.21,Yes
C00245,Female,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,37.18,1288.14,No
C00246,Female,1,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,58.08,621.72,Yes
C00247,Male,1,Yes,No,8,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,47.61,354.92,No
C00248,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,60.55,1794.85,No
C00249,Female,0,No,No,51,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,60.05,3207.87,Yes
C00250,Female,0,No,No,39,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card,64.36,2653.18,No
C00251,Female,0,Yes,No,50,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,34.91,1688.25,Yes
C00252,Male,0,Yes,No,72,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,32.85,2227.1,No
C00253,Male,0,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,37.28,382.96,Yes
C00254,Male,0,No,No,19,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer,31.52,598.8,No
C00255,Male,0,Yes,No,32,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card,68.31,2036.18,No
C00256,Male,0,No,No,44,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,31.55,1377.22,Yes
C00257,Male,1,No,No,27,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.5,686.21,No
C00258,Male,1,No,No,17,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card,60.8,1004.86,No
C00259,Male,0,Yes,No,27,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.8,897.97,Yes
C00260,Male,0,No,No,31,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,56.32,1882.88,No
C00261,Female,0,Yes,Yes,46,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.22,1415.7,Yes
C00262,Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,64.74,810.53,No
C00263,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer,59.71,1800.62,No
C00264,Male,1,Yes,No,50,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,23.45,1121.45,Yes
C00265,Male,1,Yes,No,43,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.16,1623.27,Yes
C00266,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,62.97,1537.05,Yes
C00267,Male,1,Yes,Yes,54,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,38.79,1986.95,No
C00268,Female,1,No,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,57.92,2883.23,Yes
C00269,Female,0,No,No,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,1201.85,No
C00270,Female,1,Yes,No,3,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,32.68,102.38,No
C00271,Female,1,Yes,No,14,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,50.22,651.62,No
C00272,Male,0,Yes,No,19,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,35.23,637.38,Yes
C00273,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,61.74,663.85,No
C00274,Female,0,No,Yes,40,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card,66.95,2727.16,No
C00275,Male,1,No,No,7,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,43.13,318.77,Yes
C00276,Male,0,Yes,Yes,17,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card,42.33,682.17,No
C00277,Female,0,Yes,No,63,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,46.02,2842.76,Yes
C00278,Female,0,Yes,No,9,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.86,192.68,Yes
C00279,Male,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card,71.0,960.48,Yes
C00280,Female,0,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.54,2249.28,Yes
C00281,Male,0,Yes,No,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.82,409.04,No
C00282,Male,1,No,No,20,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,24.82,478.9,Yes
C00283,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.09,2741.11,Yes
C00284,Female,0,No,No,28,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,57.07,1475.7,Yes
C00285,Female,0,Yes,Yes,8,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,55.73,411.76,Yes
C00286,Male,0,No,Yes,34,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,58.35,2136.58,No
C00287,Male,0,Yes,Yes,33,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.61,962.39,No
C00288,Female,0,No,No,9,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.29,248.04,Yes
C00289,Female,1,No,No,41,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card,38.07,1678.53,Yes
C00290,Female,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,123.78,No
C00291,Female,0,Yes,No,43,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,38.57,1578.95,Yes
C00292,Male,0,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,64.3,2262.02,Yes
C00293,Female,0,No,No,43,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card,30.51,1278.9,Yes
C00294,Female,1,No,No,72,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,38.27,2890.76,Yes
C00295,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,62.9,4552.89,No
C00296,Female,1,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,59.29,2222.95,Yes
C00297,Male,1,Yes,No,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,25.83,431.04,No
C00298,Female,1,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,61.79,2399.12,Yes
C00299,Male,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer,61.98,1046.31,No
C00300,Male,0,No,Yes,47,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,48.98,2152.64,Yes
C00301,Male,1,Yes,Yes,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.6,386.67,No
C00302,Male,1,Yes,No,32,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,40.48,1284.63,Yes
C00303,Female,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.08,1779.0,Yes
C00304,Female,0,No,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,61.97,1754.55,Yes
C00305,Male,0,No,No,30,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,24.11,777.41,Yes
C00306,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,67.3,3172.89,Yes
C00307,Female,0,No,Yes,15,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,33.29,524.59,No
C00308,Male,0,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,55.62,2660.97,Yes
C00309,Female,0,No,No,44,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,58.39,2406.44,No
C00310,Male,0,No,No,62,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card,29.45,1956.63,No
C00311,Female,0,No,No,22,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card,31.68,669.45,Yes
C00312,Female,1,Yes,Yes,21,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,27.17,533.51,No
C00313,Male,0,Yes,No,25,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer,48.05,1208.39,Yes
C00314,Male,0,No,No,28,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card,28.72,773.52,Yes
C00315,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,61.45,1121.59,Yes
C00316,Male,0,No,No,37,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,35.83,1367.78,Yes
C00317,Female,1,Yes,No,13,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,38.06,495.39,No
C00318,Female,0,No,Yes,15,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,34.03,540.59,Yes
C00319,Male,0,No,Yes,72,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer,32.43,2218.44,No
C00320,Female,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card,60.55,634.06,No
C00321,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,63.46,470.28,Yes
C00322,Female,1,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card,60.58,3558.0,No
C00323,Male,0,No,Yes,35,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card,66.42,2472.78,Yes
C00324,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,64.95,1477.63,Yes
C00325,Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card,41.16,1420.65,No
C00326,Male,0,No,Yes,72,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer,51.08,3725.09,No
C00327,Male,1,Yes,No,38,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,41.49,1543.72,Yes
C00328,Female,0,No,No,58,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,58.87,3536.7,No
C00329,Male,0,No,No,18,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,18.0,342.33,No
C00330,Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,61.07,1251.13,No
C00331,Female,1,Yes,No,66,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.48,1935.38,No
C00332,Female,0,Yes,No,22,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,44.29,944.05,No
C00333,Male,1,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,61.85,127.54,Yes
C00334,Female,1,No,Yes,27,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer,38.42,1118.2,No
C00335,Male,1,No,No,70,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,27.73,1789.21,No
C00336,Male,0,Yes,No,16,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,56.75,922.01,No
C00337,Male,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer,61.75,597.48,No
C00338,Female,0,Yes,No,12,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,20.4,244.3,Yes
C00339,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,55.5,686.63,Yes
C00340,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer,57.5,58.71,No
C00341,Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer,64.42,414.78,No
C00342,Male,0,No,No,27,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,41.53,1067.92,No
C00343,Female,0,No,Yes,19,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,57.78,1112.78,No
C00344,Male,0,No,No,15,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card,40.88,623.62,Yes
C00345,Female,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,56.49,114.65,No
C00346,Male,0,Yes,No,66,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,34.84,2279.66,No
C00347,Male,0,No,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,61.5,4210.51,No
C00348,Female,0,No,No,72,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,43.14,3262.99,No
C00349,Female,0,Yes,No,12,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,42.98,550.69,No
C00350,Male,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.02,3150.98,No
C00351,Female,0,No,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,40.71,784.02,No
C00352,Female,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer,51.42,836.76,Yes
C00353,Female,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,58.8,890.94,No
C00354,Male,0,Yes,No,20,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,40.92,861.49,No
C00355,Female,0,Yes,Yes,46,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,47.08,2195.34,Yes
C00356,Female,1,No,No,25,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card,42.24,1028.92,No
C00357,Male,0,No,No,46,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,66.45,3056.35,No
C00358,Male,0,No,No,61,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.24,3289.43,Yes
C00359,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card,42.53,3011.24,No
C00360,Female,0,No,No,47,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,58.07,2838.9,Yes
C00361,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,59.93,1452.54,Yes
C00362,Female,1,Yes,No,21,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.29,485.26,No
C00363,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card,56.65,1449.51,Yes
C00364,Male,0,No,Yes,39,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card,36.4,1409.78,Yes
C00365,Male,1,No,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.5,2003.15,No
C00366,Male,0,No,No,36,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer,27.5,942.08,No
C00367,Male,0,Yes,No,28,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.41,1389.26,Yes
C00368,Male,0,No,Yes,4,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,49.36,184.25,No
C00369,Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer,56.18,1928.4,Yes
C00370,Male,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,63.3,1590.78,No
C00371,Female,0,No,No,42,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,71.79,2976.66,No
C00372,Female,0,No,No,61,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,28.43,1624.89,No
C00373,Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,56.51,1896.8,Yes
C00374,Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,57.99,285.25,Yes
C00375,Male,0,No,No,51,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer,46.29,2300.87,No
